30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-11,2,3,218,52560.49,0,2559,10739,3,100,0,2960,2960,2960,2980,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30:AE:A4:DD:9F:A8,02030000004C440C,2023-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
